NAME,OUTLET TYPE,PHONE NUMBER,STREET ADDRESS,PAYMENTS ACCEPTED,FARE MEDIA AVAILABLE,LAT,LON,CITY,Location
Walgreens - Store # 230,Food Store,773-261-6664,5518 W. Chicago Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.89486,-87.764399,Chicago,"5518 Chicago Avenue
Chicago, IL 60644
(42.02236216900047, -87.67703618299964)"
Walgreens - Store # 2340,Food Store,312-467-0485,342 E. Illinois Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.891038,-87.618394,Chicago,"342 Illinois Street
Chicago, IL 60611
(41.89107873600045, -87.61836829899966)"
Walgreens - Store # 2387,Food Store,773-978-7174,1616 E. 87th Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.73693,-87.584474,Chicago,"1616 87th Street
Chicago, IL 60617
(41.736940968000454, -87.58441042099969)"
Walgreens - Store # 2432,Food Store,312-372-0331,200 W. Adams Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.879386,-87.633828,Chicago,"200 Adams Street
Chicago, IL 60606
(41.8793908720005, -87.63430060299964)"
Walgreens - Store # 249,Food Store,312-642-4008,1601 N. Wells,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.911198,-87.634712,Chicago,"1601 N Wells
Chicago, IL 60610
(41.89662165800047, -87.63419566299967)"
Walgreens - Store # 252,Food Store,773-764-1765,7510 N. Western Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",42.018017,-87.69019,Chicago,"7510 Western Avenue
Chicago, IL 60645
(42.01862115200049, -87.69017016699968)"
Walgreens - Store # 258,Food Store,312-829-6186,1650 W. Chicago Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.896041,-87.669247,Chicago,"1650 Chicago Avenue
Chicago, IL 60622
(41.8960505710005, -87.66922052099966)"
Walgreens - Store # 2586,Food Store,773-267-8410,2301 Irving Park Road,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.954048,-87.686102,Chicago,"2301 Irving Park Road
Chicago, IL 60618
(41.95404033400047, -87.68622014199968)"
Walgreens - Store # 259,Food Store,773-327-2777,3358 N. Western Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.943007,-87.688167,Chicago,"3358 Western Avenue
Chicago, IL 60618
(41.942728142000476, -87.68818963299964)"
Walgreens - Store # 2711,Food Store,773-229-1447,7150 W. Archer Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.791947,-87.801056,Chicago,"7150 Archer Avenue
Chicago, IL 60638
(41.79199707400045, -87.80059412099968)"
Walgreens - Store # 2742,Food Store,312-321-0951,430 N. Michigan Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.890303,-87.624108,Chicago,"430 Michigan Avenue
Chicago, IL 60611
(41.8904009310005, -87.62410059999968)"
Walgreens - Store # 2840,Food Store,773-907-8995,1500 W. Wilson Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.965254,-87.667877,Chicago,"1500 Wilson Avenue
Chicago, IL 60640
(41.96529013300045, -87.66765582599965)"
Walgreens - Store # 2903,Food Store,773-287-0380,5222 W. Madison,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.880359,-87.756131,Chicago,"5222 Madison
Chicago, IL 60644
(41.881172782000476, -87.75881898899968)"
Walgreens - Store # 2923,Food Store,773-324-8500,6330 S. King Drive,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.779299,-87.615603,Chicago,"6330 King Drive
Chicago, IL 60637
(41.77944849800048, -87.61564962199964)"
Walgreens - Store # 2990,Food Store,847-864-8120,635 Chicago Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",42.028936,-87.678366,Evanston,"635 Chicago Avenue
Evanston, IL 60202
(42.029568835000475, -87.67845707699968)"
Walgreens - Store # 3057,Food Store,708-857-7922,3545 W. 95th Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.722933,-87.537166,Chicago,"3545 95th Street
Chicago, IL 60617
(41.72293888700045, -87.53737853699965)"
Walgreens - Store # 3072,Food Store,312-587-1416,641 N. Clark Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.89363,-87.631177,Chicago,"641 Clark Street
Chicago, IL 60654
(41.89363325700049, -87.63112818199966)"
Walgreens - Store # 3074,Food Store,773-927-8777,4700 S. Halsted Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.808818,-87.645536,Chicago,"4700 Halsted Street
Chicago, IL 60609
(41.80873061200049, -87.64554111799964)"
Walgreens - Store # 3076,Food Store,708-366-9960,7251 W. Lake Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.88854,-87.806105,River Forest,"7251 Lake Street
River Forest, IL 60305
(41.888503958000456, -87.80664938699965)"
Walgreens - Store # 3321,Food Store,773-284-7419,5874 S. Archer Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.795811,-87.761751,Chicago,"5874 Archer Avenue
Chicago, IL 60638
(41.79582997900047, -87.76174305599966)"
Walgreens - Store # 3395,Food Store,773-542-1232,3401 W. Roosevelt Road,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.866348,-87.710665,Chicago,"3401 Roosevelt Road
Chicago, IL 60623
(41.885723321000455, -88.27562992299966)"
Walgreens - Store # 3396,Food Store,708-388-1200,12625 S. Western Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.664063,-87.680265,Blue Island,"12625 Western Avenue
Blue Island, IL 60406
(41.66410538500048, -87.68022395899965)"
Walgreens - Store # 3539,Food Store,773-224-1211,11 E. 75th Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.758205,-87.624224,Chicago,"11 75th Street
Chicago, IL 60619
(41.75815289900049, -87.62434218199968)"
Walgreens - Store # 3651,Food Store,708-747-0121,20950 Governors Highway,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.509812,-87.710806,Olympia Fields,"20950 Governors Highway
Olympia Fields, IL 60461
(41.50829026700046, -87.71181002999964)"
Walgreens - Store # 3656,Food Store,773-568-4034,833 W. 115th Streeet,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.685065,-87.643474,Chicago,"833 115th
Chicago, IL 60643
(41.699751422000475, -87.66459754499965)"
Walgreens - Store # 3698,Food Store,773-327-3591,3201 N. Broadway Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.940099,-87.644401,Chicago,"3201 Broadway Street
Chicago, IL 60657
(41.94034084900045, -87.64440035899969)"
Walgreens - Store # 3949,Food Store,773-325-0413,3046 N. Halsted Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.937698,-87.649195,Chicago,"3046 Halsted Street
Chicago, IL 60657
(41.93761944300047, -87.64922080599968)"
Walgreens - Store # 3950,Food Store,773-604-4419,4343 N. Kedzie Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.960643,-87.708229,Chicago,"4343 Kedzie Avenue
Chicago, IL 60618
(41.96054035800046, -87.70822066999966)"
Walgreens - Store # 3995,Food Store,708-836-0348,6 E. North Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.911227,-87.628641,Chicago,"6 North Avenue
Chicago, IL 60610
(41.90883080700047, -87.80577916199968)"
Walgreens - Store # 4008,Food Store,708-544-1199,540 25th Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.883077,-87.863633,Bellwood,"540 25th Avenue
Bellwood, IL 60104
(41.882699534000494, -87.86365966499966)"
Walgreens - Store # 4008,Food Store,708-456-8810,1600 N. Harlem,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.908933,-87.80575,Elmwood Park,"1600 Harlem
Elmwood Park, IL 60707
(41.92234170900048, -87.80748739499967)"
Walgreens - Store # 4009,Food Store,708-547-6316,4730 Butterfield Road,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.877902,-87.901542,Hillside,"4730 Butterfield Road
Hillside, IL 60162
(41.877913185000466, -87.90161268499969)"
Walgreens - Store # 4148,Food Store,708-532-7781,7960 W. 159th Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.601977,-87.812821,Orland Park,"7960 159th Street
Orland Park, IL 60462
(41.60200566800046, -87.81279415899968)"
Walgreens - Store # 4152,Food Store,773-836-9691,1606 N. Mobile Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.909429,-87.783351,Chicago,"1606 Mobile Avenue
Chicago, IL 60639
(41.90974180800049, -87.78339872199967)"
Walgreens - Store # 4218,Food Store,847-475-7287,900 Dodge Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",42.033933,-87.699299,Evanston,"900 Dodge Avenue
Evanston, IL 60202
(42.03429104000048, -87.69929048199964)"
Walgreens - Store # 4233,Food Store,773-745-1640,5600 W. Fullerton,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.92398,-87.766051,Chicago,"5600 Fullerton
Chicago, IL 60639
(41.92050377200047, -87.75488675899965)"
Walgreens - Store # 4306,Food Store,773-445-9277,1633 W. 95th Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.721192,-87.664194,Chicago,"1633 95th Street
Chicago, IL 60643
(41.72112302800048, -87.66333046499966)"
Walgreens - Store # 4336,Food Store,708-503-9193,1401 Western Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.906758,-87.687126,Chicago,"1401 Western Avenue
Chicago, IL 60622
(41.90679099500045, -87.68709011599964)"
Walgreens - Store # 4349,Food Store,312-214-4385,201 W. Madison Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.881945,-87.633899,Chicago,"201 Madison Street
Chicago, IL 60606
(41.88192261100045, -87.63394860299968)"
Walgreens - Store # 4461,Food Store,312-492-8559,501 W. Roosevelt Road,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.867253,-87.639293,Chicago,"501 Roosevelt Road
Chicago, IL 60607
(41.86722302700048, -87.63935938999964)"
Walgreens - Store # 4494,Food Store,773-281-8439,1649 W. Belmont Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.93967,-87.670595,Chicago,"1649 Belmont Avenue
Chicago, IL 60657
(41.939670220000494, -87.67038086899964)"
Walgreens - Store # 4542,Food Store,773-989-7546,5625 N. Ridge Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.984174,-87.660963,Chicago,"5625 Ridge Avenue
Chicago, IL 60660
(41.98411827600046, -87.66080039599967)"
Walgreens - Store # 4752,Food Store,312-791-0392,316 W. Cermak Road,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.852882,-87.635542,Chicago,"316 Cermak Road
Chicago, IL 60616
(41.85290771500047, -87.63531638099965)"
Walgreens - Store # 4807,Food Store,773-581-3572,3920 W. 79th Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.74958,-87.721233,Chicago,"3920 79th Street
Chicago, IL 60652
(41.749607435000485, -87.72099915699965)"
Walgreens - Store # 4826,Food Store,847-233-0576,9800 Irving Park Road,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.955516,-87.871088,Schiller Park,"9800 Irving Park Road
Schiller Park, IL 60176
(41.955549747000475, -87.87115119499964)"
Walgreens - Store # 4862,Food Store,773-427-9456,4343 N. Central Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.959969,-87.767226,Chicago,"4343 Central Avenue
Chicago, IL 60634
(41.95978162200049, -87.76718872999965)"
Walgreens - Store # 4935,Food Store,773-237-6273,6809 W. Belmont Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.938152,-87.796095,Chicago,"6809 Belmont Avenue
Chicago, IL 60634
(41.938130480000495, -87.79608237699966)"
Walgreens - Store # 4936,Food Store,773-283-5321,4040 N. Cicero Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.954681,-87.747338,Chicago,"4040 Cicero Avenue
Chicago, IL 60641
(41.95471096200049, -87.74733028599968)"
Walgreens - Store # 4937,Food Store,773-631-2851,5753 N. Canfield Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.984678,-87.823305,Chicago,"7770 Cicero Avenue
Burbank, IL 60631
(41.99509013700049, -87.81369640799966)"
Walgreens - Store # 4938,Food Store,773-745-6642,4748 W. North Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.909632,-87.745635,Chicago,"4748 North Avenue
Chicago, IL 60639
(41.9096619500005, -87.74516418299964)"
Walgreens - Store # 4978,Food Store,773-373-6147,111 S. Halsted Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.880126,-87.647311,Chicago,"111 Halsted Street
Chicago, IL 60661
(41.88334936600046, -87.64736621699967)"
Walgreens - Store # 4986,Food Store,773-481-0211,4745 W. Belmont Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.938834,-87.746244,Chicago,"4745 Belmont Avenue
Chicago, IL 60641
(41.938815219000446, -87.74579578899966)"
Walgreens - Store # 5033,Food Store,773-734-2492,2015 E. 79th Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.751614,-87.575331,Chicago,"2015 79th Street
Chicago, IL 60649
(41.75163041200045, -87.57535098899967)"
Walgreens - Store # 5034,Food Store,773-776-4040,6315 S. Kedzie Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.77842,-87.703123,Chicago,"6315 Kedzie Avenue
Chicago, IL 60629
(41.778440565000494, -87.70313103899969)"
Walgreens - Store # 5055,Food Store,708-385-2006,12290 S. Pulaski Road,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.66954,-87.719457,Alsip,"12290 Pulaski Road
Alsip, IL 60803
(41.66957053800047, -87.71949202599967)"
Walgreens - Store # 5057,Food Store,773-588-9196,3153 W. Irving Park Road,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.953922,-87.707718,Chicago,"3153 Irving Park Road
Chicago, IL 60618
(41.95391612600048, -87.70747472099964)"
Walgreens - Store # 5089,Food Store,773-863-8009,7111 S. Western Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.764328,-87.683233,Chicago,"7111 Western Avenue
Chicago, IL 60636
(41.76421118500048, -87.68318835899964)"
Walgreens - Store # 5104,Food Store,708-535-6018,5525 W. 159th Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.602938,-87.754391,Oak Forest,"5525 159th Street
Oak Forest, IL 60452
(41.60292030500045, -87.75511049699969)"
Walgreens - Store # 5121,Food Store,773-282-1594,5935 W. Addison Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.945783,-87.775473,Chicago,"5935 Addison Street
Chicago, IL 60634
(41.945770403000495, -87.77597026499967)"
Walgreens - Store # 5123,Food Store,773-468-0602,10300 S. Michigan Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.70717,-87.620216,Chicago,"10300 Michigan Avenue
Chicago, IL 60628
(41.70696103300048, -87.62024045399966)"
Walgreens - Store # 5124,Food Store,773-651-8500,8628 S. Cottage Grove Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.737584,-87.60485,Chicago,"8628 Cottage Grove Avenue
Chicago, IL 60619
(41.737878468000474, -87.60489697599968)"
Walgreens - Store # 5126,Food Store,708-895-7937,3564 Ridge Road,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.564122,-87.530498,Lansing,"3564 Ridge Road
Lansing, IL 60438
(41.564166026000464, -87.53065249499969)"
Walgreens - Store # 5128,Food Store,708-757-6906,2601 E. Sauk trail,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.490866,-87.559498,Sauk Village,"2601 Sauk trail
Sauk Village, IL 60411
(41.49089623100048, -87.55951480599964)"
Walgreens - Store # 5139,Food Store,708-599-5603,7945 W. 95th Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.718556,-87.816937,Hickory Hills,"7945 95th Street
Hickory Hills, IL 60457
(41.71852945000046, -87.81689031199966)"
Walgreens - Store # 5140,Food Store,773-238-5648,9434 S. Halsted Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.72195,-87.643226,Chicago,"9434 Halsted Street
Chicago, IL 60620
(41.72251405500049, -87.64333845699969)"
Walgreens - Store # 5192,Food Store,773-721-6603,2924 E. 92nd Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.728227,-87.55286,Chicago,"2924 92nd Street
Chicago, IL 60617
(41.72825328200048, -87.55291651999966)"
Walgreens - Store # 5234,Food Store,773-436-7396,5435 S. Kedzie Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.794382,-87.703584,Chicago,"5435 Kedzie Avenue
Chicago, IL 60632
(41.79404016400048, -87.70356083999968)"
Walgreens - Store # 5282,Food Store,847-588-1704,5600 Touhy Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",42.01195,-87.76761,Niles,"5600 Touhy Avenue
Niles, IL 60714
(42.011977938000484, -87.76759880999964)"
Walgreens - Store # 5355,Food Store,708-755-0058,650 Dixie Highway,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.519573,-87.649104,Chicago Heights,"650 Dixie Highway
Chicago Heights, IL 60411
(41.51937751300045, -87.64902213799968)"
Walgreens - Store # 5356,Food Store,773-579-0366,4710 S. Western Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.808044,-87.684414,Chicago,"4710 Western Avenue
Chicago, IL 60609
(41.807931649000466, -87.68442020999964)"
Walgreens - Store # 5387,Food Store,312-463-9142,79 W. Monroe,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.880698,-87.630712,Chicago,"79 Monroe
Chicago, IL 60603
(41.88079042200047, -87.62899891499967)"
Walgreens - Store # 5542,Food Store,847-583-0409,8001 N. Milwaukee Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",42.026172,-87.814343,Niles,"8001 Milwaukee Avenue
Niles, IL 60714
(42.026122444000464, -87.81402924799966)"
Walgreens - Store # 5724,Food Store,773-735-0337,7045 S. Pulaski Road,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.764584,-87.722386,Chicago,"7045 Pulaski Road
Chicago, IL 60629
(41.76455095400047, -87.72238106799966)"
Walgreens - Store # 5825,Food Store,773-651-2118,1213 W. 79th Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.75049,-87.654303,Chicago,"1213 79th Street
Chicago, IL 60620
(41.750453467000455, -87.65442046299967)"
Walgreens - Store # 5867,Food Store,773-927-0523,3943 W. 47th Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.807889,-87.722846,Chicago,"3943 47th Street
Chicago, IL 60632
(41.80789059900047, -87.72285004699967)"
Walgreens - Store # 5868,Food Store,773-254-6383,3798 S. Western Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.824709,-87.684865,Chicago,"3798 Western Avenue
Chicago, IL 60632
(41.954753506000486, -87.66189984799968)"
Walgreens - Store # 5913,Food Store,708-385-8922,3145 147th Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.625935,-87.696967,Posen,"3145 147th Street
Posen, IL 60469
(41.62591064300045, -87.69782016899967)"
Walgreens - Store # 5926,Food Store,773-247-6804,4385 S. Archer,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.81378,-87.704751,Chicago,"4385 Archer
Chicago, IL 60632
(41.80875023100049, -87.70980732699968)"
Walgreens - Store # 5962,Food Store,708-583-2133,4820 N. Cumberland,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.967158,-87.83678,Norridge,"4820 Cumberland
Norridge, IL 60706
(41.96464033800049, -87.81628603199965)"
Walgreens - Store # 5999,Food Store,219-931-0642,7 Sibley Road,Varies,Purchase Transit Cards and Passes.,41.620957,-87.525224,Calumet City,"7 Sibley Road
Calumet City, IL 60409
(41.620632843000465, -87.52529172899966)"
Walgreens - Store # 6270,Food Store,312-346-5727,1001 W. Belmont,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.939911,-87.654167,Chicago,"1001 Belmont
Chicago, IL 60657
(41.93995201700045, -87.65243587399965)"
Walgreens - Store # 6297,Food Store,773-788-0180,6016 W. 63rd Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.777848,-87.77229,Chicago,"6016 63rd Street
Chicago, IL 60638
(41.77787797800045, -87.77212116099969)"
Walgreens - Store # 6332,Food Store,708-841-7860,1150 E. Sibley Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.622626,-87.588975,Dolton,"1150 Sibley Avenue
Dolton, IL 60419
(41.62685092000049, -87.59859691099967)"
Walgreens - Store # 6376,Food Store,773-238-1268,8636 S. Ashland Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.736503,-87.663082,Chicago,"8636 Ashland Avenue
Chicago, IL 60620
(41.73694114900047, -87.66312502499966)"
Walgreens - Store # 6427,Food Store,708-496-7806,7878 S. Harlem,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.748529,-87.799798,Bridgeview,"7878 Harlem
Bridgeview, IL 60459
(41.74407047900047, -87.76943818199965)"
Walgreens - Store # 6564,Food Store,708-868-5669,522 Torrence Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.621023,-87.559121,Calumet City,"522 Torrence Avenue
Calumet City, IL 60409
(41.6211206050005, -87.55912109299965)"
Walgreens - Store # 6629,Food Store,708-423-6430,8701 S. Cicero Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.734291,-87.740301,Hometown,"8701 Cicero Avenue
Hometown, IL 60453
(41.72916101800047, -87.74109768299968)"
Walgreens - Store # 6727,Food Store,773-477-1151,4720 N. Marine Drive,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.968076,-87.649331,Chicago,"4720 Marine Drive
Chicago, IL 60640
(41.9681009570005, -87.64928968799967)"
Walgreens - Store # 6762,Food Store,773-233-2245,11833 S. Western Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.677986,-87.680726,Chicago,"11833 Western Avenue
Chicago, IL 60643
(41.67833705300046, -87.68070403599967)"
Walgreens - Store # 6980,Food Store,773-728-6254,3019 W. Peterson Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.990409,-87.705134,Chicago,"3019 Peterson Avenue
Chicago, IL 60659
(41.99043056300047, -87.70520053799964)"
Walgreens - Store # 7054,Food Store,773-769-1315,15 W. Washington Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.883218,-87.628467,Chicago,"15 Washington Street
Chicago, IL 60602
(41.883225283000456, -87.62840620199967)"
Walgreens - Store # 7055,Food Store,773-568-6457,347 E. 95th Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.721882,-87.614706,Chicago,"347 95th Street
Chicago, IL 60628
(41.72152299400045, -87.63299447299966)"
Walgreens - Store # 7179,Food Store,312-332-0216,2 E. Roosevelt Road,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.867414,-87.627381,Chicago,"2 Roosevelt Road
Chicago, IL 60605
(41.867499196000495, -87.62763013799969)"
Walgreens - Store # 7250,Food Store,773-429-0767,2345 W. 103rd Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.706378,-87.680977,Chicago,"2345 103rd Street
Chicago, IL 60643
(41.70635425400047, -87.68108314299968)"
Walgreens - Store # 7267,Food Store,773-994-4467,650 W. 63rd Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.779795,-87.641855,Chicago,"650 63rd Street
Chicago, IL 60621
(41.77982895200046, -87.64205806999968)"
Walgreens - Store # 7359,Food Store,773-481-5876,3222 N. Milwaukee Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.93962,-87.724713,Chicago,"3222 Milwaukee Avenue
Chicago, IL 60618
(41.93973013900046, -87.72487114999967)"
Walgreens - Store # 7360,Food Store,773-239-2808,3220 W. 111th Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.691555,-87.701751,Chicago,"3220 111th Street
Chicago, IL 60655
(41.69158118900049, -87.70181356299969)"
Walgreens - Store # 7515,Food Store,773-631-3927,7155 W. Foster Place,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.974655,-87.806682,Chicago,"7155 Foster Place
Chicago, IL 60656
(41.97462880800049, -87.80658729499964)"
Walgreens - Store # 7559,Food Store,312-212-1583,16 W. Adams Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.879453,-87.628337,Chicago,"16 Adams Street
Chicago, IL 60603
(41.879509174000475, -87.62825218799969)"
Walgreens - Store # 7630,Food Store,312-223-0197,933 N. State Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.900035,-87.628293,Chicago,"933 State Street
Chicago, IL 60611
(41.51442570900048, -87.61621624399965)"
Walgreens - Store # 7687,Food Store,773-252-8346,3320 W. Fullerton Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.924668,-87.711691,Chicago,"3320 Fullerton Avenue
Chicago, IL 60647
(41.9246905490005, -87.71166023299969)"
Walgreens - Store # 7876,Food Store,773-667-6959,7544 S. Stony Island Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.7574,-87.586104,Chicago,"7544 Stony Island Avenue
Chicago, IL 60619
(41.50635400300047, -87.57012973399969)"
Walgreens - Store # 89,Food Store,708-598-2511,8715 S. Harlem,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.732372,-87.799078,Bridgeview,"8715 Harlem
Bridgeview, IL 60455
(41.73877391700046, -87.80532792799966)"
Walgreens - Store # 9000,Food Store,773-772-2370,2001 N. Milwaukee Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.917582,-87.688627,Chicago,"2001 Milwaukee Avenue
Chicago, IL 60647
(41.917710023000495, -87.68885080299964)"
Walgreens - Store # 9001,Food Store,312-943-0671,191 N. Clark Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.885489,-87.630969,Chicago,"191 Clark Street
Chicago, IL 60601
(41.88541810300046, -87.63091398999967)"
Walgreens - Store # 9038,Food Store,773-685-3527,4001 W. Irving Park Road,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.953647,-87.727697,Chicago,"4001 Irving Park Road
Chicago, IL 60641
(41.95364049200049, -87.72804107899964)"
Walgreens - Store # 9141,Food Store,708-499-8051,8700 S. Kedzie Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.735006,-87.702959,Evergreen Park,"8700 Kedzie Avenue
Evergreen Park, IL 60805
(41.735115255000494, -87.70218656799966)"
Walgreens - Store # 9330,Food Store,708-799-8301,18300 Governors Highway,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.557106,-87.681124,Homewood,"18300 Governors Highway
Homewood, IL 60430
(41.55710634500048, -87.68115654999968)"
Walgreens - Store # 9358,Food Store,847-674-6350,6798 N. Lincoln Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",42.004382,-87.730205,Lincolnwood,"6798 Lincoln Avenue
lincolnwood, IL 60712
(42.00440889400045, -87.73007370599964)"
Walgreens - Store # 9709,Food Store,773-286-0309,4010 W. Lawrence Avenue,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.968236,-87.728516,Chicago,"4010 Lawrence Avenue
Chicago, IL 60630
(41.96826400800046, -87.72850993899965)"
Walgreens - Store # 9924,Food Store,708-339-7799,390 E. 162nd Street,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.600829,-87.607457,South Holland,"390 162nd Street
South Holland, IL 60473
(41.600922840000464, -87.62687125799965)"
Walgreens Pharmacy Inc,Food Store,708-499-3755,5555 W 79th St,Varies,Purchase Transit Cards and Passes.,41.748994,-87.756814,Burbank,"5555 79th St
Burbank, IL 60459
(41.74881077600048, -87.76019090999966)"
